null,null,null,null
5.0,2.0,1.0,1.0
6.474857807159424,1.412115216255188,1.0,0.0
6.447501182556152,0.2525097727775574,-1.0,0.0
4.691781520843506,0.49301695823669434,-1.0,0.0
2.837010622024536,0.833050549030304,-1.0,0.0
4.561423301696777,-0.0164953600615263,-1.0,0.0
3.0581130981445312,-0.08715179562568665,-1.0,0.0
4.7740864753723145,-2.117417097091675,-1.0,0.0
3.1928646564483643,-2.540447473526001,-1.0,0.0
1.7484958171844482,-2.142653226852417,-1.0,1.0
-3.255805015563965,1.039839506149292,1.0,0.0
-2.5056517124176025,1.0163147449493408,1.0,-1.0
5.0,-2.0,1.0,1.0
5.792572021484375,-1.4316262006759644,1.0,0.0
4.95025110244751,-2.0360984802246094,-1.0,0.0
3.3792927265167236,-2.0171356201171875,-1.0,1.0
1.7926932573318481,-1.07367742061615,-1.0,1.0
-2.9770078659057617,1.0395807027816772,1.0,0.0
-2.212655782699585,1.3836990594863892,1.0,-1.0
-2.5053329467773438,1.0460991859436035,1.0,0.0
-1.7195777893066406,1.8878817558288574,1.0,-1.0
-3.1083621978759766,1.0078344345092773,1.0,-1.0
5.0,0.0,1.0,0.0
5.400286674499512,-1.2346868515014648,-1.0,0.0
3.641233444213867,-1.2013123035430908,-1.0,1.0
1.9899680614471436,-0.13562439382076263,-1.0,0.0
3.633993625640869,0.5189486742019653,-1.0,0.0
2.0478453636169434,-0.40124449133872986,-1.0,-1.0
